mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_gray,std_gray,entropy,mean_h,mean_s,mean_v,std_h,std_s,std_v,Soil Type
0.7523906632965687,0.5539924172794117,0.31897499234068627,0.10076526126315025,0.08165737526841105,0.057332228807022476,0.5864497166053921,0.08426436689297963,6.312609911048256,0.08849379595588233,0.5765720741421567,0.7523906632965687,0.0020416480455648684,0.030351563608973977,0.10076526126315025,Alluvial
0.7340523514093137,0.5763662300857844,0.33738511029411766,0.0830923767432318,0.09923137942446032,0.11078871070070008,0.5962507659313725,0.0938632711892513,6.495689114251197,0.09800187653186276,0.5469803155637254,0.7340523514093137,0.009024349681262828,0.1138380521274083,0.0830923767432318,Alluvial
0.87021484375,0.7676843979779412,0.6799191942401961,0.18885273978101438,0.29122179194407877,0.3946560815956363,0.7883568857230392,0.26806640082502886,3.967711527120185,0.05099571078431372,0.27830499387254903,0.8705729166666667,0.10261275987843169,0.3513127075981907,0.18885726334398958,Alluvial
0.5188419117647058,0.37613740808823526,0.2769808900122549,0.08793944115354295,0.07355076368890438,0.06034268933999453,0.407501340379902,0.07575387954209759,6.284944299125637,0.06576669730392157,0.4673138786764707,0.5188419117647058,0.006988055585843708,0.04962805724548132,0.08793944115354295,Alluvial
0.5038152956495098,0.43069278492647056,0.29672660079656865,0.18385621637431723,0.1516359407536233,0.0883208264137979,0.43729990042892153,0.15330276772363777,6.832563922618831,0.1057981004901961,0.3741756663602941,0.5038373161764705,0.05841707864255144,0.11470192601068199,0.18380496341470356,Alluvial
0.7553318397671569,0.5948510263480391,0.40763825061274517,0.11648599837730976,0.09344711800422556,0.07739557159880366,0.6214834175857843,0.09777853029959474,6.210681285470194,0.08816827512254902,0.46111845128676476,0.7553366268382353,0.010329218378116315,0.046558155726805335,0.11647953405255099,Alluvial
0.7508520986519609,0.543658088235294,0.37767022824754903,0.06367443562556116,0.07252411609497267,0.05883724108157422,0.5866613051470587,0.06705884571072886,6.092797436155417,0.07204733455882352,0.49712871476715687,0.7508520986519609,0.008692122330054546,0.04641446841724019,0.06367443562556116,Alluvial
0.5827215456495096,0.48355066636029415,0.3360083486519608,0.056060444240338625,0.058293701255010474,0.045048481695610015,0.49642118566176474,0.055884526731756465,5.809837473402922,0.09661266850490195,0.4233053768382353,0.5827215456495096,0.0073570207735067185,0.03242936466282937,0.056060444240338625,Alluvial
0.6029181985294118,0.48096660539215685,0.3745270373774511,0.11529153356649473,0.17740055409545313,0.25385842260484814,0.505178653492647,0.15776489663602353,6.838759392241798,0.21179438572303916,0.47142118566176466,0.6301719515931372,0.2151295138068101,0.22678994221452448,0.13764194604066127,Alluvial
0.6407982919730393,0.48881644454656864,0.3316569010416667,0.12856198087025317,0.11397200555581632,0.0865270382430754,0.5163076363357844,0.11499002430248118,6.844164155778399,0.08211550245098038,0.4873094745710784,0.6407982919730393,0.00488545950214914,0.04336901012976728,0.12856198087025317,Alluvial
